,ID,value,date,zip_code,type,commercial,lease,name_number,year,month,postcode_area
10445,{8CAC1318-3589-0253-E053-6B04A8C08E51},300000,2019-04-08 00:00,SK6 4AR,S,N,F,21,2019,4,SK6
10446,{8CAC1318-358B-0253-E053-6B04A8C08E51},138000,2019-05-31 00:00,SK5 6PX,T,N,L,2,2019,5,SK5
10447,{8CAC1318-358D-0253-E053-6B04A8C08E51},410000,2019-06-17 00:00,M33 3EW,D,N,L,27,2019,6,M33
10448,{8CAC1318-3594-0253-E053-6B04A8C08E51},142500,2019-05-17 00:00,SK6 3BT,F,N,L,HARRYTOWN HALL,2019,5,SK6
10449,{8CAC1318-3595-0253-E053-6B04A8C08E51},132500,2019-05-21 00:00,SK6 3BT,F,N,L,HARRYTOWN COURT,2019,5,SK6
10450,{8CAC1318-37A8-0253-E053-6B04A8C08E51},147000,2019-06-18 00:00,SK3 9QN,T,N,L,12,2019,6,SK3
10451,{8CAC1318-37AA-0253-E053-6B04A8C08E51},135000,2019-05-24 00:00,SK1 4EJ,T,N,L,14,2019,5,SK1
10452,{8CAC1318-37AC-0253-E053-6B04A8C08E51},170000,2019-05-24 00:00,SK5 6JH,S,N,F,49,2019,5,SK5
10453,{8CAC1318-37AE-0253-E053-6B04A8C08E51},190000,2019-06-14 00:00,SK8 2AY,T,N,F,19,2019,6,SK8
10454,{8CAC1318-37B0-0253-E053-6B04A8C08E51},595000,2019-06-06 00:00,WA15 8PZ,D,N,F,53,2019,6,WA15
10455,{8CAC1318-37B9-0253-E053-6B04A8C08E51},200000,2019-06-14 00:00,M33 2XN,S,N,F,12,2019,6,M33
10456,{8CAC1318-37BD-0253-E053-6B04A8C08E51},241350,2019-05-17 00:00,SK3 0QS,S,N,F,16,2019,5,SK3
10457,{8CAC1318-37BE-0253-E053-6B04A8C08E51},180000,2019-06-03 00:00,SK1 4EL,S,N,F,49,2019,6,SK1
10458,{8CAC1318-37C1-0253-E053-6B04A8C08E51},195500,2019-05-14 00:00,M20 6AR,F,N,L,21,2019,5,M20
10459,{A96E4ACB-EA31-9205-E053-6C04A8C0DA09},799950,2019-04-17 00:00,SK9 2EJ,D,Y,F,2,2019,4,SK9
10460,{A96E4ACC-3EB9-9205-E053-6C04A8C0DA09},645000,2019-10-08 00:00,M21 8TJ,S,N,F,25,2019,10,M21
10461,{8CAC1318-338F-0253-E053-6B04A8C08E51},285500,2019-06-06 00:00,SK4 3BH,S,N,L,2,2019,6,SK4
10462,{8CAC1318-3391-0253-E053-6B04A8C08E51},230500,2019-06-10 00:00,SK2 5DH,S,N,F,32,2019,6,SK2
10463,{8CAC1318-3396-0253-E053-6B04A8C08E51},270000,2019-06-07 00:00,SK2 5ES,S,N,F,124,2019,6,SK2
10464,{8CAC1318-3399-0253-E053-6B04A8C08E51},178500,2019-05-24 00:00,SK7 4HW,T,N,F,17,2019,5,SK7
10465,{8CAC1318-339B-0253-E053-6B04A8C08E51},378000,2019-06-14 00:00,WA15 6PW,S,N,L,60,2019,6,WA15
10466,{8CAC1318-339C-0253-E053-6B04A8C08E51},300000,2019-04-12 00:00,SK8 6PB,T,N,L,32,2019,4,SK8
10467,{8CAC1318-339E-0253-E053-6B04A8C08E51},228000,2019-05-01 00:00,SK7 2JB,S,N,F,1,2019,5,SK7
10468,{8CAC1318-33A3-0253-E053-6B04A8C08E51},250000,2019-05-24 00:00,SK6 1JQ,S,N,L,11,2019,5,SK6
10469,{8CAC1318-33A4-0253-E053-6B04A8C08E51},545000,2019-05-24 00:00,SK7 1PJ,D,N,F,140,2019,5,SK7
10470,{8CAC1318-35A2-0253-E053-6B04A8C08E51},183000,2019-06-13 00:00,SK4 4LN,F,N,L,"ROSELEIGH COURT, 11 - 13",2019,6,SK4
10471,{8CAC1318-35A4-0253-E053-6B04A8C08E51},198000,2019-06-14 00:00,SK2 7QE,D,N,F,39,2019,6,SK2
10472,{8CAC1318-35AA-0253-E053-6B04A8C08E51},245000,2019-06-14 00:00,SK8 6NG,S,N,F,102,2019,6,SK8
10473,{8CAC1318-35AB-0253-E053-6B04A8C08E51},102000,2019-05-07 00:00,SK15 2NZ,T,N,F,23,2019,5,SK15
10474,{8CAC1318-35AC-0253-E053-6B04A8C08E51},840000,2019-06-20 00:00,M33 3AF,S,N,F,9,2019,6,M33
10475,{8CAC1318-35AE-0253-E053-6B04A8C08E51},275000,2019-05-29 00:00,SK8 5RU,S,N,F,8,2019,5,SK8
10476,{8CAC1318-35AF-0253-E053-6B04A8C08E51},270000,2019-06-07 00:00,SK3 0RR,T,N,F,27,2019,6,SK3
10477,{8CAC1318-35B0-0253-E053-6B04A8C08E51},175000,2019-05-02 00:00,SK15 1HG,S,N,L,29,2019,5,SK15
10478,{8CAC1318-35B2-0253-E053-6B04A8C08E51},324000,2019-06-06 00:00,M21 9FY,T,N,F,4,2019,6,M21
10479,{8CAC1318-35B6-0253-E053-6B04A8C08E51},302000,2019-06-14 00:00,M33 5FA,S,N,F,11,2019,6,M33
10480,{8CAC1318-35BB-0253-E053-6B04A8C08E51},390000,2019-05-28 00:00,SK8 3LQ,D,N,L,31,2019,5,SK8
10481,{8CAC1318-35BD-0253-E053-6B04A8C08E51},199950,2019-05-17 00:00,SK4 3BR,F,N,L,24,2019,5,SK4
10482,{8CAC1318-37C6-0253-E053-6B04A8C08E51},253250,2019-06-04 00:00,M20 4ZF,F,N,L,38,2019,6,M20
10483,{8CAC1318-37C7-0253-E053-6B04A8C08E51},300000,2019-05-31 00:00,M33 4HB,S,N,F,32,2019,5,M33
10484,{A71375FD-D1A8-7576-E053-6C04A8C0462F},364950,2019-12-06 00:00,M20 2NE,F,Y,L,"QUANTUM HOUSE, 2",2019,12,M20
10485,{A71375FD-D1D3-7576-E053-6C04A8C0462F},187000,2019-09-19 00:00,WA14 5XL,F,N,L,1,2019,9,WA14
10486,{8CAC1318-37C9-0253-E053-6B04A8C08E51},170000,2019-05-09 00:00,SK15 2EF,S,N,L,12,2019,5,SK15
10487,{8CAC1318-37CB-0253-E053-6B04A8C08E51},230000,2019-06-07 00:00,SK5 7NU,D,N,F,26,2019,6,SK5
10488,{8CAC1318-37CD-0253-E053-6B04A8C08E51},665000,2019-05-10 00:00,SK7 1PR,D,N,F,529,2019,5,SK7
10489,{8CAC1318-37CE-0253-E053-6B04A8C08E51},277500,2019-06-03 00:00,M33 4NT,D,N,F,19,2019,6,M33
10490,{8CAC1318-37CF-0253-E053-6B04A8C08E51},425000,2019-05-31 00:00,WA14 2EU,T,N,L,5,2019,5,WA14
10491,{8CAC1318-37D3-0253-E053-6B04A8C08E51},165000,2019-06-14 00:00,M20 3DY,F,N,L,ALBANY COURT,2019,6,M20
10492,{8CAC1318-37D4-0253-E053-6B04A8C08E51},120000,2019-05-31 00:00,SK15 1BE,T,N,L,48,2019,5,SK15
10493,{8CAC1318-37D7-0253-E053-6B04A8C08E51},310000,2019-06-03 00:00,SK2 6AS,S,N,F,19,2019,6,SK2
10494,{8CAC1318-37DB-0253-E053-6B04A8C08E51},390000,2019-06-14 00:00,WA15 8JG,S,N,F,66,2019,6,WA15
10495,{8CAC1318-37DC-0253-E053-6B04A8C08E51},142000,2019-06-11 00:00,SK3 8QQ,T,N,L,14,2019,6,SK3
10496,{8CAC1318-37E3-0253-E053-6B04A8C08E51},172500,2019-06-07 00:00,SK4 4NJ,F,N,L,WARWICK COURT,2019,6,SK4
10497,{8CAC1318-33AB-0253-E053-6B04A8C08E51},315000,2019-06-19 00:00,SK8 3NU,D,N,L,63,2019,6,SK8
10498,{8CAC1318-33B0-0253-E053-6B04A8C08E51},375000,2019-05-24 00:00,SK6 7DF,S,N,F,4,2019,5,SK6
10499,{8CAC1318-33B3-0253-E053-6B04A8C08E51},280000,2019-05-17 00:00,WA15 6DP,S,N,F,3,2019,5,WA15
10500,{8CAC1318-33B4-0253-E053-6B04A8C08E51},162500,2019-06-11 00:00,SK4 3AL,S,N,L,8,2019,6,SK4
10501,{8CAC1318-33B7-0253-E053-6B04A8C08E51},267500,2019-05-10 00:00,WA14 5PB,T,N,F,251,2019,5,WA14
10502,{8CAC1318-33BE-0253-E053-6B04A8C08E51},250000,2019-03-29 00:00,SK3 8RY,S,N,F,74,2019,3,SK3
10503,{8CAC1318-35C4-0253-E053-6B04A8C08E51},245000,2019-05-17 00:00,SK8 3JQ,S,N,F,229,2019,5,SK8
10504,{8CAC1318-35CE-0253-E053-6B04A8C08E51},268000,2019-04-23 00:00,M33 6HL,S,N,F,17,2019,4,M33
10505,{8CAC1318-35CF-0253-E053-6B04A8C08E51},185000,2019-05-21 00:00,SK7 3HU,T,N,F,27,2019,5,SK7
10506,{8CAC1318-35D1-0253-E053-6B04A8C08E51},141500,2019-06-14 00:00,SK5 6DF,T,N,F,28,2019,6,SK5
10507,{8CAC1318-35D3-0253-E053-6B04A8C08E51},320000,2019-05-17 00:00,SK2 5HR,D,N,F,58,2019,5,SK2
10508,{8CAC1318-35DA-0253-E053-6B04A8C08E51},264000,2019-06-14 00:00,M33 6LR,T,N,F,5,2019,6,M33
10509,{8CAC1318-35DB-0253-E053-6B04A8C08E51},229950,2019-04-18 00:00,SK7 3BD,S,N,F,51,2019,4,SK7
10510,{8CAC1318-35DD-0253-E053-6B04A8C08E51},275000,2019-06-17 00:00,SK6 6ND,S,N,F,55,2019,6,SK6
10511,{8CAC1318-37EC-0253-E053-6B04A8C08E51},136000,2019-06-07 00:00,SK5 7NX,T,N,F,1,2019,6,SK5
10512,{8CAC1318-37F4-0253-E053-6B04A8C08E51},40500,2019-05-20 00:00,M21 9JP,F,N,L,"RYLAND HOUSE, 16 - 18",2019,5,M21
10513,{8CAC1318-37F7-0253-E053-6B04A8C08E51},575000,2019-06-24 00:00,WA15 6DZ,S,N,F,47,2019,6,WA15
10514,{8CAC1318-37F9-0253-E053-6B04A8C08E51},195000,2019-05-17 00:00,SK7 5AN,S,N,F,19,2019,5,SK7
10515,{8CAC1318-37FA-0253-E053-6B04A8C08E51},165000,2019-06-07 00:00,SK3 0SY,S,N,F,49,2019,6,SK3
10516,{8CAC1318-3802-0253-E053-6B04A8C08E51},325000,2019-05-02 00:00,SK7 5NB,D,N,F,29,2019,5,SK7
10517,{8CAC1318-3804-0253-E053-6B04A8C08E51},245000,2019-05-31 00:00,SK15 3NB,D,N,F,51,2019,5,SK15
10518,{A96E4ACC-E019-9205-E053-6C04A8C0DA09},11650000,2019-01-17 00:00,WA14 5ZL,O,N,F,10,2019,1,WA14
10519,{A96E4ACC-E055-9205-E053-6C04A8C0DA09},175000,2019-12-24 00:00,WA15 8EG,F,N,L,11,2019,12,WA15
10520,{A96E4ACC-E072-9205-E053-6C04A8C0DA09},175000,2019-12-24 00:00,WA15 8EG,F,N,L,10,2019,12,WA15
10521,{A96E4ACC-E086-9205-E053-6C04A8C0DA09},3500000,2019-07-19 00:00,SK7 6AF,O,N,F,26,2019,7,SK7
10522,{A96E4ACB-E658-9205-E053-6C04A8C0DA09},120000,2019-12-11 00:00,SK9 5HN,F,N,L,LYNWOOD,2019,12,SK9
10523,{A96E4ACB-E661-9205-E053-6C04A8C0DA09},623000,2019-09-09 00:00,SK9 5AY,S,N,F,15,2019,9,SK9
10524,{A96E4ACC-17A1-9205-E053-6C04A8C0DA09},254000,2019-12-12 00:00,WA14 1LR,T,N,F,48,2019,12,WA14
10525,{A96E4ACC-18E1-9205-E053-6C04A8C0DA09},290000,2019-12-19 00:00,WA14 5JB,T,N,F,30,2019,12,WA14
10526,{A96E4ACC-1907-9205-E053-6C04A8C0DA09},130000,2019-12-05 00:00,WA15 7DH,T,N,F,16,2019,12,WA15
10527,{A96E4ACC-194F-9205-E053-6C04A8C0DA09},205000,2019-12-03 00:00,WA15 9NT,F,N,L,CHURCH COURT,2019,12,WA15
10528,{A71375FD-BD39-7576-E053-6C04A8C0462F},140000,2019-11-29 00:00,SK5 7LB,T,N,F,25,2019,11,SK5
10529,{A71375FD-BDB8-7576-E053-6C04A8C0462F},100000,2019-10-25 00:00,SK6 7AY,F,N,L,"RECTORY COURT, 114",2019,10,SK6
10530,{A71375FD-BE6D-7576-E053-6C04A8C0462F},130000,2019-12-16 00:00,SK1 2QJ,T,N,F,18,2019,12,SK1
10531,{A71375FD-BE88-7576-E053-6C04A8C0462F},558000,2019-04-26 00:00,SK3 8TJ,S,N,F,134,2019,4,SK3
10532,{A71375FD-BED8-7576-E053-6C04A8C0462F},128000,2019-04-03 00:00,SK8 5NX,F,N,L,CALDERBROOK COURT,2019,4,SK8
10533,{A71375FD-BEE0-7576-E053-6C04A8C0462F},236750,2019-12-18 00:00,M20 6EJ,T,N,F,4,2019,12,M20
10534,{8CAC1318-33CD-0253-E053-6B04A8C08E51},158600,2019-05-31 00:00,SK3 9BP,T,N,L,5,2019,5,SK3
10535,{8CAC1318-33CE-0253-E053-6B04A8C08E51},700000,2019-06-12 00:00,WA14 1HY,S,N,F,64,2019,6,WA14
10536,{8CAC1318-33D1-0253-E053-6B04A8C08E51},117000,2019-06-04 00:00,SK7 4JN,T,N,F,7,2019,6,SK7
10537,{8CAC1318-33D3-0253-E053-6B04A8C08E51},450000,2019-06-07 00:00,SK15 2SR,D,N,F,12,2019,6,SK15
10538,{8CAC1318-33D8-0253-E053-6B04A8C08E51},393000,2019-05-30 00:00,M33 3FE,S,N,L,18,2019,5,M33
10539,{8CAC1318-33DA-0253-E053-6B04A8C08E51},287000,2019-05-24 00:00,WA15 6TL,D,N,F,14,2019,5,WA15
10540,{8CAC1318-33DE-0253-E053-6B04A8C08E51},332500,2019-05-22 00:00,M33 3QS,S,N,L,114,2019,5,M33
10541,{8CAC1318-33DF-0253-E053-6B04A8C08E51},175000,2019-06-21 00:00,SK6 4DG,T,N,L,34,2019,6,SK6
10542,{8CAC1318-33E4-0253-E053-6B04A8C08E51},130000,2019-05-07 00:00,SK3 9EP,T,N,L,34,2019,5,SK3
10543,{8CAC1318-33E8-0253-E053-6B04A8C08E51},315000,2019-05-16 00:00,M20 6RF,T,N,F,15,2019,5,M20
10544,{8CAC1318-35E8-0253-E053-6B04A8C08E51},225000,2019-06-19 00:00,SK6 1RS,T,N,F,31,2019,6,SK6
10545,{8CAC1318-35E9-0253-E053-6B04A8C08E51},147500,2019-05-31 00:00,SK3 9AN,T,N,L,20,2019,5,SK3
10546,{8CAC1318-35EA-0253-E053-6B04A8C08E51},167500,2019-05-03 00:00,SK6 2PD,S,N,F,47,2019,5,SK6
10547,{8CAC1318-35F3-0253-E053-6B04A8C08E51},180000,2019-05-24 00:00,SK6 2PU,S,N,F,18,2019,5,SK6
10548,{8CAC1318-35F8-0253-E053-6B04A8C08E51},512000,2019-05-24 00:00,SK4 4NB,S,N,F,11,2019,5,SK4
10549,{8CAC1318-35FC-0253-E053-6B04A8C08E51},135000,2019-05-17 00:00,SK6 4DB,F,N,L,LYME VIEW COURT,2019,5,SK6
10550,{8CAC1318-35FF-0253-E053-6B04A8C08E51},166000,2019-06-21 00:00,SK3 8SR,F,N,L,"EGERTON COURT, 30",2019,6,SK3
10551,{8CAC1318-3604-0253-E053-6B04A8C08E51},312000,2019-05-16 00:00,M33 2LE,D,N,L,13,2019,5,M33
10552,{8CAC1318-3805-0253-E053-6B04A8C08E51},168000,2019-06-03 00:00,SK3 9QF,T,N,F,69,2019,6,SK3
10553,{8CAC1318-3806-0253-E053-6B04A8C08E51},155000,2019-05-30 00:00,SK2 5AZ,S,N,F,11,2019,5,SK2
10554,{8CAC1318-3809-0253-E053-6B04A8C08E51},166300,2019-05-24 00:00,SK3 9PW,T,N,F,9,2019,5,SK3
10555,{8CAC1318-380E-0253-E053-6B04A8C08E51},228000,2019-06-14 00:00,SK8 2AR,S,N,F,44,2019,6,SK8
10556,{8CAC1318-3814-0253-E053-6B04A8C08E51},353000,2019-05-03 00:00,M33 4LE,S,N,F,4,2019,5,M33
10557,{8CAC1318-3819-0253-E053-6B04A8C08E51},210000,2019-05-17 00:00,SK3 8LL,S,N,F,9,2019,5,SK3
10558,{8CAC1318-381A-0253-E053-6B04A8C08E51},390000,2019-06-14 00:00,SK8 3PU,D,N,F,152,2019,6,SK8
10559,{8CAC1318-381B-0253-E053-6B04A8C08E51},112500,2019-05-31 00:00,SK3 0JP,T,N,F,16,2019,5,SK3
10560,{8CAC1318-381E-0253-E053-6B04A8C08E51},300000,2019-05-24 00:00,M33 3HY,T,N,F,20,2019,5,M33
10561,{8CAC1318-381F-0253-E053-6B04A8C08E51},199000,2019-05-16 00:00,M20 6FF,S,N,F,25,2019,5,M20
10562,{8CAC1318-3821-0253-E053-6B04A8C08E51},220000,2019-06-12 00:00,SK7 3HX,T,N,L,8,2019,6,SK7
10563,{8CAC1318-3823-0253-E053-6B04A8C08E51},475000,2019-06-07 00:00,WA15 9HY,T,N,F,76,2019,6,WA15
10564,{A96E4ACB-E8DB-9205-E053-6C04A8C0DA09},143000,2019-12-19 00:00,WA13 9UP,F,N,L,20,2019,12,WA13
10565,{A96E4ACB-E8EC-9205-E053-6C04A8C0DA09},440000,2019-08-23 00:00,SK8 4RY,D,N,F,95,2019,8,SK8
10566,{A96E4ACB-E912-9205-E053-6C04A8C0DA09},530000,2019-08-23 00:00,SK9 2GX,D,N,L,3,2019,8,SK9
10567,{A96E4ACB-E982-9205-E053-6C04A8C0DA09},552500,2019-12-19 00:00,SK9 6LQ,S,N,F,13,2019,12,SK9
10568,{A96E4ACC-1A83-9205-E053-6C04A8C0DA09},175000,2019-11-05 00:00,SK7 6AY,T,N,F,11,2019,11,SK7
10569,{A96E4ACC-1B66-9205-E053-6C04A8C0DA09},123000,2019-11-20 00:00,M33 3LY,F,N,L,"WARDLE COURT, 14",2019,11,M33
10570,{A96E4ACC-1C22-9205-E053-6C04A8C0DA09},381000,2019-12-12 00:00,SK4 4ET,T,N,F,1,2019,12,SK4
10571,{A96E4ACC-1D2C-9205-E053-6C04A8C0DA09},158000,2019-10-31 00:00,SK5 7PT,T,N,F,69,2019,10,SK5
10572,{8CAC1318-33E9-0253-E053-6B04A8C08E51},210000,2019-05-03 00:00,SK5 6NJ,T,N,F,11,2019,5,SK5
10573,{8CAC1318-33EC-0253-E053-6B04A8C08E51},1365000,2019-05-10 00:00,M20 6XB,D,N,F,8,2019,5,M20
10574,{8CAC1318-33F3-0253-E053-6B04A8C08E51},185000,2019-06-06 00:00,SK6 8BJ,S,N,F,12,2019,6,SK6
10575,{8CAC1318-33F5-0253-E053-6B04A8C08E51},325000,2019-05-24 00:00,M33 5GN,T,N,F,6,2019,5,M33
10576,{8CAC1318-33F7-0253-E053-6B04A8C08E51},210000,2019-05-24 00:00,SK8 2AD,T,N,F,45,2019,5,SK8
10577,{8CAC1318-33F8-0253-E053-6B04A8C08E51},105600,2019-01-28 00:00,M21 7QG,S,N,F,23,2019,1,M21
10578,{8CAC1318-33FF-0253-E053-6B04A8C08E51},235000,2019-06-14 00:00,SK7 5QR,S,N,F,33,2019,6,SK7
10579,{8CAC1318-3401-0253-E053-6B04A8C08E51},262000,2019-05-31 00:00,WA15 8HQ,S,N,F,35,2019,5,WA15
10580,{8CAC1318-3402-0253-E053-6B04A8C08E51},120000,2019-06-06 00:00,SK3 9QY,S,N,F,63,2019,6,SK3
10581,{8CAC1318-3405-0253-E053-6B04A8C08E51},157500,2019-06-21 00:00,SK6 2DF,S,N,F,29,2019,6,SK6
10582,{8CAC1318-3408-0253-E053-6B04A8C08E51},343000,2019-06-07 00:00,WA15 6RY,S,N,L,24,2019,6,WA15
10583,{8CAC1318-3409-0253-E053-6B04A8C08E51},165000,2019-05-31 00:00,SK5 7AS,T,N,L,87,2019,5,SK5
10584,{8CAC1318-3606-0253-E053-6B04A8C08E51},205000,2019-06-14 00:00,SK3 9PQ,T,N,F,109,2019,6,SK3
10585,{8CAC1318-3608-0253-E053-6B04A8C08E51},107000,2019-05-28 00:00,SK5 6NS,S,N,F,13,2019,5,SK5
10586,{8CAC1318-360D-0253-E053-6B04A8C08E51},325000,2019-05-03 00:00,M21 9BE,S,N,L,27,2019,5,M21
10587,{8CAC1318-360F-0253-E053-6B04A8C08E51},180000,2019-05-30 00:00,M33 3AD,T,N,F,11,2019,5,M33
10588,{8CAC1318-3614-0253-E053-6B04A8C08E51},435000,2019-05-31 00:00,WA14 4UB,S,N,L,48,2019,5,WA14
10589,{8CAC1318-3618-0253-E053-6B04A8C08E51},595000,2019-05-29 00:00,WA15 6JW,S,N,L,19,2019,5,WA15
10590,{8CAC1318-361B-0253-E053-6B04A8C08E51},214950,2019-06-13 00:00,SK6 4EZ,S,N,F,2,2019,6,SK6
10591,{8CAC1318-361E-0253-E053-6B04A8C08E51},315000,2019-06-21 00:00,SK6 7QP,D,N,L,18,2019,6,SK6
10592,{8CAC1318-3620-0253-E053-6B04A8C08E51},268000,2019-03-22 00:00,SK6 1LH,S,N,L,3,2019,3,SK6
10593,{8CAC1318-3621-0253-E053-6B04A8C08E51},315000,2019-05-17 00:00,M33 6PP,S,N,L,10,2019,5,M33
10594,{8CAC1318-3622-0253-E053-6B04A8C08E51},70000,2019-06-21 00:00,M33 3PJ,F,N,L,"HATTONFOLD, 203",2019,6,M33
10595,{8CAC1318-3624-0253-E053-6B04A8C08E51},212000,2019-06-07 00:00,M20 3ES,T,N,F,7,2019,6,M20
10596,{8CAC1318-3625-0253-E053-6B04A8C08E51},112000,2019-06-07 00:00,SK3 8NF,T,N,F,12,2019,6,SK3
10597,{8CAC1318-3828-0253-E053-6B04A8C08E51},230000,2019-06-10 00:00,SK7 4BQ,S,N,L,28,2019,6,SK7
10598,{8CAC1318-3831-0253-E053-6B04A8C08E51},282500,2019-05-02 00:00,SK7 1LQ,S,N,L,3,2019,5,SK7
10599,{8CAC1318-3837-0253-E053-6B04A8C08E51},300000,2019-06-25 00:00,SK8 7QW,S,N,F,30,2019,6,SK8
10600,{8CAC1318-3849-0253-E053-6B04A8C08E51},500000,2019-06-03 00:00,SK5 7NF,D,N,F,CHURCH FARM,2019,6,SK5
10601,{A96E4ACC-1E05-9205-E053-6C04A8C0DA09},225000,2019-12-17 00:00,SK8 1EF,S,N,F,14,2019,12,SK8
10602,{A96E4ACC-1E43-9205-E053-6C04A8C0DA09},490000,2019-08-09 00:00,WA15 8WE,T,N,F,47,2019,8,WA15
10603,{A96E4ACC-1E48-9205-E053-6C04A8C0DA09},202500,2019-12-18 00:00,M20 2NJ,F,N,L,15,2019,12,M20
10604,{A96E4ACC-1E9C-9205-E053-6C04A8C0DA09},250000,2019-10-21 00:00,M21 9EQ,F,N,L,141,2019,10,M21
10605,{A96E4ACC-1EB1-9205-E053-6C04A8C0DA09},177000,2019-12-16 00:00,SK6 6DU,T,N,F,24,2019,12,SK6
10606,{8CAC1318-340C-0253-E053-6B04A8C08E51},180000,2019-06-10 00:00,M33 3HB,F,N,L,ST ANNES COURT,2019,6,M33
10607,{8CAC1318-340D-0253-E053-6B04A8C08E51},175000,2019-06-24 00:00,M33 3WN,F,N,L,7,2019,6,M33
10608,{8CAC1318-340E-0253-E053-6B04A8C08E51},885000,2019-05-24 00:00,WA15 9HP,T,N,F,65,2019,5,WA15
10609,{8CAC1318-3410-0253-E053-6B04A8C08E51},267500,2019-06-20 00:00,SK6 7BA,S,N,F,15,2019,6,SK6
10610,{8CAC1318-3412-0253-E053-6B04A8C08E51},517000,2019-05-20 00:00,SK7 3AL,D,N,F,59,2019,5,SK7
10611,{8CAC1318-341A-0253-E053-6B04A8C08E51},620000,2019-06-18 00:00,M33 6EY,S,N,F,9,2019,6,M33
10612,{8CAC1318-341E-0253-E053-6B04A8C08E51},149950,2019-05-14 00:00,SK5 7LN,T,N,L,105,2019,5,SK5
10613,{8CAC1318-3423-0253-E053-6B04A8C08E51},270000,2019-06-17 00:00,SK6 7RD,S,N,L,115,2019,6,SK6
10614,{8CAC1318-3424-0253-E053-6B04A8C08E51},380000,2019-05-31 00:00,SK7 2DH,S,N,F,6,2019,5,SK7
10615,{8CAC1318-3426-0253-E053-6B04A8C08E51},135000,2019-06-07 00:00,SK5 6AA,T,N,F,26,2019,6,SK5
10616,{8CAC1318-3427-0253-E053-6B04A8C08E51},340000,2019-05-24 00:00,SK2 5XU,D,N,F,84,2019,5,SK2
10617,{8CAC1318-3429-0253-E053-6B04A8C08E51},131000,2019-04-25 00:00,SK15 3HW,S,N,L,24,2019,4,SK15
10618,{8CAC1318-342C-0253-E053-6B04A8C08E51},109500,2019-05-17 00:00,SK15 2JU,T,N,L,52,2019,5,SK15
10619,{8CAC1318-3629-0253-E053-6B04A8C08E51},184185,2019-05-23 00:00,SK5 6EN,S,N,F,3,2019,5,SK5
10620,{8CAC1318-362B-0253-E053-6B04A8C08E51},245000,2019-04-30 00:00,SK8 4BR,S,N,F,11,2019,4,SK8
10621,{8CAC1318-362E-0253-E053-6B04A8C08E51},85000,2019-06-07 00:00,SK15 1AL,T,N,L,17,2019,6,SK15
10622,{8CAC1318-362F-0253-E053-6B04A8C08E51},121750,2019-02-11 00:00,SK3 8DY,T,N,L,29,2019,2,SK3
10623,{8CAC1318-3630-0253-E053-6B04A8C08E51},272000,2019-05-24 00:00,WA15 6HL,S,N,F,72,2019,5,WA15
10624,{8CAC1318-3638-0253-E053-6B04A8C08E51},245500,2019-06-14 00:00,M21 7HS,T,N,F,300,2019,6,M21
10625,{8CAC1318-3646-0253-E053-6B04A8C08E51},276000,2019-06-20 00:00,M21 7SR,T,N,F,18,2019,6,M21
10626,{8CAC1318-3854-0253-E053-6B04A8C08E51},340000,2019-06-14 00:00,SK2 7LQ,S,N,F,181,2019,6,SK2
10627,{8CAC1318-3855-0253-E053-6B04A8C08E51},455000,2019-06-14 00:00,SK7 2HN,D,N,L,9,2019,6,SK7
10628,{8CAC1318-3858-0253-E053-6B04A8C08E51},290000,2019-05-31 00:00,WA14 5QR,S,N,F,45,2019,5,WA14
10629,{8CAC1318-3859-0253-E053-6B04A8C08E51},675000,2019-05-29 00:00,SK4 4BE,D,N,L,7,2019,5,SK4
10630,{8CAC1318-385F-0253-E053-6B04A8C08E51},99950,2019-05-15 00:00,SK15 2NY,T,N,F,47,2019,5,SK15
10631,{8CAC1318-3861-0253-E053-6B04A8C08E51},153000,2019-06-14 00:00,SK3 9EN,T,N,L,16,2019,6,SK3
10632,{8CAC1318-3862-0253-E053-6B04A8C08E51},153000,2019-02-11 00:00,SK5 6SS,S,N,L,20,2019,2,SK5
10633,{8CAC1318-3864-0253-E053-6B04A8C08E51},283500,2019-05-24 00:00,SK4 2PY,S,N,F,1,2019,5,SK4
10634,{8CAC1318-3866-0253-E053-6B04A8C08E51},193000,2019-05-31 00:00,SK2 7HW,S,N,L,9,2019,5,SK2
10635,{965B6D91-5880-95E4-E053-6C04A8C07729},300000,2019-09-10 00:00,SK8 7AT,S,N,L,23,2019,9,SK8
10636,{965B6D91-5889-95E4-E053-6C04A8C07729},249000,2019-10-03 00:00,SK8 3HW,T,N,F,71,2019,10,SK8
10637,{965B6D91-588B-95E4-E053-6C04A8C07729},452625,2019-09-25 00:00,SK8 5JA,D,N,F,28,2019,9,SK8
10638,{965B6D91-588E-95E4-E053-6C04A8C07729},435000,2019-09-20 00:00,WA15 9RG,T,N,F,18,2019,9,WA15
10639,{965B6D91-5890-95E4-E053-6C04A8C07729},259975,2019-10-02 00:00,WA14 1LP,T,N,F,51,2019,10,WA14
10640,{965B6D91-5891-95E4-E053-6C04A8C07729},410000,2019-09-27 00:00,WA15 7AP,S,N,F,9,2019,9,WA15
10641,{965B6D91-5896-95E4-E053-6C04A8C07729},135000,2019-10-04 00:00,SK5 6AL,T,N,F,24,2019,10,SK5
10642,{965B6D91-5898-95E4-E053-6C04A8C07729},142000,2019-07-31 00:00,SK2 6PA,T,N,L,42,2019,7,SK2
